2021-07-12 09:12:34.768 | INFO     | tools.logger:info:30 - [{'ID': 1.0, 'url': 'http://192.168.2.239:8770/login.json', 'data': '{"username": "admin","password": "Abc@123789","redirect": "http://192.168.3.151:8774/index.htm"}', 'headers': '{"Content-Type": "application/x-www-form-urlencoded; charset=UTF-8","User-Agent": "Mozilla/5.0 Chrome/52.0.2743.82 Safari/537.36"}', 'result': "state': 'success'"}, {'ID': 2.0, 'url': 'http://192.168.2.239:8770/login.json', 'data': '{"username": "admin1","password": "Abc@123789","redirect": "http://192.168.3.151:8774/index.htm"}', 'headers': '{"Content-Type": "application/x-www-form-urlencoded; charset=UTF-8","User-Agent": "Mozilla/5.0 Chrome/52.0.2743.82 Safari/537.36"}', 'result': "state': 'success'"}, {'ID': 3.0, 'url': 'http://192.168.2.239:8770/login.json', 'data': '{"username": "admin","password": "Abc@1237819","redirect": "http://192.168.3.151:8774/index.htm"}', 'headers': '{"Content-Type": "application/x-www-form-urlencoded; charset=UTF-8","User-Agent": "Mozilla/5.0 Chrome/52.0.2743.82 Safari/537.36"}', 'result': "state': 'success'"}, {'ID': 4.0, 'url': 'http://192.168.2.239:8770/login.json', 'data': '{"username": "","password": "Abc@123789","redirect": "http://192.168.3.151:8774/index.htm"}', 'headers': '{"Content-Type": "application/x-www-form-urlencoded; charset=UTF-8","User-Agent": "Mozilla/5.0 Chrome/52.0.2743.82 Safari/537.36"}', 'result': "state': 'success'"}]
2021-07-12 09:12:34.792 | INFO     | tools.logger:info:30 - {'token': '402990af-210e-4854-86fb-057a34845bc5', 'redirect': 'http://192.168.3.151:8774/index.htm', 'state': 'success'}
2021-07-12 09:12:34.802 | INFO     | tools.logger:info:30 - {'state': 'failed', 'msg': '业务错误[用户不存在]'}
2021-07-12 09:12:34.828 | INFO     | tools.logger:info:30 - {'state': 'failed', 'msg': '业务错误[密码错误,重试5次后将锁定，剩余重试次数5]'}
2021-07-12 09:12:34.839 | INFO     | tools.logger:info:30 - {'state': 'failed', 'msg': '业务错误[用户不存在]'}
2021-07-12 09:46:10.823 | INFO     | tools.logger:info:30 - [{'ID': 1.0, 'url': 'http://192.168.2.239:8770/login.json', 'data': '{"username": "admin","password": "Abc@123789","redirect": "http://192.168.3.151:8774/index.htm"}', 'headers': '{"Content-Type": "application/x-www-form-urlencoded; charset=UTF-8","User-Agent": "Mozilla/5.0 Chrome/52.0.2743.82 Safari/537.36"}', 'result': "state': 'success'"}, {'ID': 2.0, 'url': 'http://192.168.2.239:8770/login.json', 'data': '{"username": "admin1","password": "Abc@123789","redirect": "http://192.168.3.151:8774/index.htm"}', 'headers': '{"Content-Type": "application/x-www-form-urlencoded; charset=UTF-8","User-Agent": "Mozilla/5.0 Chrome/52.0.2743.82 Safari/537.36"}', 'result': "state': 'success'"}, {'ID': 3.0, 'url': 'http://192.168.2.239:8770/login.json', 'data': '{"username": "admin","password": "Abc@1237819","redirect": "http://192.168.3.151:8774/index.htm"}', 'headers': '{"Content-Type": "application/x-www-form-urlencoded; charset=UTF-8","User-Agent": "Mozilla/5.0 Chrome/52.0.2743.82 Safari/537.36"}', 'result': "state': 'success'"}, {'ID': 4.0, 'url': 'http://192.168.2.239:8770/login.json', 'data': '{"username": "","password": "Abc@123789","redirect": "http://192.168.3.151:8774/index.htm"}', 'headers': '{"Content-Type": "application/x-www-form-urlencoded; charset=UTF-8","User-Agent": "Mozilla/5.0 Chrome/52.0.2743.82 Safari/537.36"}', 'result': "state': 'success'"}]
2021-07-12 09:46:46.866 | INFO     | tools.logger:info:30 - [{'ID': 1.0, 'url': 'http://192.168.2.239:8770/login.json', 'data': '{"username": "admin","password": "Abc@123789","redirect": "http://192.168.3.151:8774/index.htm"}', 'headers': '{"Content-Type": "application/x-www-form-urlencoded; charset=UTF-8","User-Agent": "Mozilla/5.0 Chrome/52.0.2743.82 Safari/537.36"}', 'result': "state': 'success'"}, {'ID': 2.0, 'url': 'http://192.168.2.239:8770/login.json', 'data': '{"username": "admin1","password": "Abc@123789","redirect": "http://192.168.3.151:8774/index.htm"}', 'headers': '{"Content-Type": "application/x-www-form-urlencoded; charset=UTF-8","User-Agent": "Mozilla/5.0 Chrome/52.0.2743.82 Safari/537.36"}', 'result': "state': 'success'"}, {'ID': 3.0, 'url': 'http://192.168.2.239:8770/login.json', 'data': '{"username": "admin","password": "Abc@1237819","redirect": "http://192.168.3.151:8774/index.htm"}', 'headers': '{"Content-Type": "application/x-www-form-urlencoded; charset=UTF-8","User-Agent": "Mozilla/5.0 Chrome/52.0.2743.82 Safari/537.36"}', 'result': "state': 'success'"}, {'ID': 4.0, 'url': 'http://192.168.2.239:8770/login.json', 'data': '{"username": "","password": "Abc@123789","redirect": "http://192.168.3.151:8774/index.htm"}', 'headers': '{"Content-Type": "application/x-www-form-urlencoded; charset=UTF-8","User-Agent": "Mozilla/5.0 Chrome/52.0.2743.82 Safari/537.36"}', 'result': "state': 'success'"}]
2021-07-12 09:46:46.887 | INFO     | tools.logger:info:30 - {'token': 'd95ab135-db80-4b77-8bdd-23b928c40259', 'redirect': 'http://192.168.3.151:8774/index.htm', 'state': 'success'}
2021-07-12 10:02:18.597 | INFO     | tools.logger:info:30 - D:\TestFiles\project\auto-Testing
2021-07-12 10:10:10.725 | INFO     | tools.logger:info:30 - 测试用例路劲为：D:\TestFiles\project\auto-Testing./testcase/
2021-07-12 10:10:10.725 | INFO     | tools.logger:info:30 - D:\TestFiles\project\auto-Testing./testcase/
